longitude,latitude,target,habitat_quality_score,biodiversity_index,canopy_density,soil_moisture_level,forest_age_years,tree_density_per_hectare,annual_rainfall_mm,habitat_fragmentation_index,predator_pressure_score,vegetation_complexity,forest_type,climate_zone,soil_type,disturbance_level,conservation_status,dominant_tree_species,water_source_type,temperature_variability,elevation_range,human_activity_index,canopy_height_avg,seasonal_variation_score
-63.51219889294756,-30.342664753876814,0,52.07092665787037,1.6688448563453222,0.5540794909258351,7.927561451942392,106.02116916650955,418.21991835107053,1789.337237917884,0.6950457364399784,6.957965086530397,9.0,mangrove,temperate,laterite,moderate,unprotected,fig,river,19.0895070514785,387.19999459232235,0.10924830007341725,23.209680567614704,3.643596117809652
-71.9986691168265,-49.40334295078596,0,16.694079627374304,1.6098970988070618,0.30436887839505955,3.224337315312999,241.78640261994408,283.34852880195666,3356.3900041082575,0.6002840083250316,3.1256944337702355,5.0,cloud_forest,tropical,peat,high,buffer_zone,kapok,seasonal,8.238127587609787,266.40961495728345,0.6445481268818003,10.58782232529051,5.445682295355738
-47.70489689479733,-11.60102172102991,1,69.00370756208159,5.753819535099257,0.92927978536273,6.309770712549343,144.02123580285044,463.3946576096105,4000.0,0.24830828060898077,1.491864424292927,1.0,mangrove,subtropical,clay,minimal,buffer_zone,eucalyptus,none,4.53077102201429,631.5799076222524,0.0,17.883168553340912,3.8704924297506587
-64.97775263937999,-35.49374669140291,0,39.01686878483536,1.1859067801343552,0.6654558711116745,6.3639535473301505,153.5130030426482,628.369736386198,2431.2961376567187,0.619600074077758,1.3913090436533904,1.0,mangrove,montane,laterite,high,buffer_zone,fig,seasonal,5.844406947703026,574.2896422502575,10.0,34.7006391495485,5.22032963535427
-64.29291338619566,-1.0945716411025135,0,46.086926400618815,6.036369249313939,0.5668226477482928,7.120520619276109,399.75117034922044,217.38025068937336,500.0,0.4423858044157429,1.9804435284885995,1.0,mangrove,montane,laterite,moderate,unprotected,bamboo,river,4.959510492217523,482.23165030647334,0.8510494926751374,25.027886147599798,3.1232109691753593
-62.52339365282559,-36.74934791067552,0,38.52911617433006,5.042358745094786,0.2937911503645383,5.2608647779522055,167.31706544833833,217.96015407844513,1141.4916586614988,0.44998046857460233,3.484315072594283,4.0,secondary_forest,montane,laterite,high,unprotected,bamboo,river,11.031263606307592,265.7102525492259,2.001308018982965,19.42891764295486,6.4519496963170315
-84.29356012513786,15.332527800263454,0,50.45964038045373,4.498030025598011,0.0,6.407787673146976,165.44328806393528,237.5729342359852,1528.1956161617477,0.7195629630045526,4.263676097577263,5.0,mangrove,tropical,clay,high,unprotected,mahogany,stream,3.517416742430634,366.31206905806147,2.406968213956525,11.33927983503464,6.84366684500153
-74.4017807414484,-45.35059171565764,0,69.65154633053872,1.496665502022533,0.28649404604812023,7.828668506181147,323.70779464988294,399.20943061039696,1156.0434851435061,0.31606229452861684,4.225741324199851,8.0,secondary_forest,subtropical,loam,high,unprotected,palm,none,2.5432453857823623,300.64325411202867,6.388447334410237,21.506322736692567,5.26168262299687
-54.48904842581027,-14.413992188378094,1,49.011146740421395,6.818570374251708,0.34829313968645426,6.946704323381063,204.2725109857047,399.1293208199457,2395.3016167088654,0.29423060260935835,1.6231095443629862,9.0,dry_forest,temperate,loam,minimal,buffer_zone,pine,river,3.0185474082376516,945.4695377582917,0.0,41.00587057420112,8.569226361994588
-71.53619198478339,-12.783192255326501,1,91.62293051628694,3.62800515747159,0.7582386495225368,7.6484285577818385,98.59833364197898,50.0,2427.0523483453494,0.18354572394508356,1.0367467226090117,7.0,tropical_rainforest,subtropical,clay,minimal,unprotected,pine,none,2.9469474204971977,528.4537563166003,5.187146120970885,6.559129209268143,8.165749372302326
-51.16578588530789,-5.0146484223303265,0,54.09348458876868,1.0706134388703263,0.5342936579498987,4.990746419671651,211.49853683772764,437.3459072754297,1795.2128603394794,0.3570511185791309,3.597040413084188,10.0,mangrove,montane,clay,low,buffer_zone,eucalyptus,none,4.293256338702691,811.887359911704,6.088852229832238,18.756022410693742,6.914113382011546
-59.4464572371731,-24.14222722561426,1,72.17492171126122,6.4174396889514185,0.7950415423981476,4.968734008127805,86.48544071299787,392.76205228638526,1741.9238108736913,0.43909128873490333,4.565385154001852,8.0,tropical_rainforest,temperate,clay,minimal,protected,eucalyptus,seasonal,4.573524291785401,248.52812679790122,1.7077654542262874,14.180600592999255,3.9232325374396027
-69.0976813190754,2.5709611557279466,0,24.613704295289967,1.7903245325909691,0.5378826923413329,5.492990161985077,333.01333079378435,338.76010705651856,3877.1594854917716,0.3911166346218415,4.835141273257498,5.0,dry_forest,montane,laterite,high,buffer_zone,kapok,river,2.6518469481090365,552.0101347084562,0.5861919996125345,18.184907407674114,3.985314628478666
-50.107424364549246,-20.053451905171343,1,71.46471481921304,5.479584292736554,0.4480781669869631,5.44706771274552,403.4148024184437,452.2795799027093,2726.542158807292,0.4174553163827477,5.4138547594492135,7.0,secondary_forest,montane,loam,moderate,protected,kapok,none,12.990681223333564,186.20201767002905,3.5452271407392333,35.92751582022137,5.676598278466541
-64.59891297198753,-22.70353421943798,1,58.12288114343641,3.639228478485668,0.7562288469765424,3.6454380929448718,169.2847033697622,620.4982141060042,4000.0,0.38079880385810866,3.3816250850765255,3.0,cloud_forest,tropical,clay,low,buffer_zone,cecropia,stream,8.435129211249444,237.28937094003362,0.0,15.024435672835084,5.323976312520905
-59.616345973150565,-5.721762681605374,0,42.45386883406823,2.1732399236677997,0.6774829718968474,7.654864571214222,202.4863632753244,96.29437657695807,2845.633808956847,0.28391949182086756,7.188754031358651,3.0,secondary_forest,montane,sandy,high,protected,fig,river,4.921576492158816,87.61991930194597,0.6785375100487012,35.67882705591248,5.8509220242434195
-64.36698237392669,-8.657352621324506,0,46.16078321365357,2.196333603765118,0.22564120140290253,7.745638404582032,318.677190398534,435.7675835373384,3070.4551914372387,0.4539960946452557,4.720038206454816,5.0,dry_forest,temperate,clay,high,unprotected,cecropia,none,6.838754336743291,533.9317513635867,7.848672222164937,24.553423332833642,4.52735011961507
-61.34594084036999,-21.334328280828785,1,54.30244029289596,6.666995151180177,0.5372180067785605,8.356474559864687,359.4633303740129,385.0555244553921,1980.432207687159,0.41836722036009677,10.0,6.0,tropical_rainforest,subtropical,sandy,low,protected,palm,river,4.724245001205631,742.9843821637877,1.1950526241235782,19.232738843425093,6.651021640313494
-69.03206162916445,-54.26144305771865,0,43.20962807966599,2.015096356191782,0.02393441458611653,7.339139568656847,292.9128862531557,380.1196870967839,500.0,0.3061797734101699,3.973256264353823,5.0,mangrove,subtropical,loam,moderate,buffer_zone,palm,none,3.8504143744724066,579.7388234239716,2.8939238736164348,24.712505384445766,4.429094279736843
-64.72020541960508,-8.541309226215612,0,44.94653741858648,7.3660678773781765,0.504132272124564,3.317009949699032,434.06432911830797,432.99172401881555,1135.3139499551266,0.4421413215475583,1.771411214975218,4.0,tropical_rainforest,montane,sandy,high,unprotected,palm,seasonal,4.5884420559517105,388.0246137491008,6.591940929385239,36.67526038032021,3.418487554869828
-78.30800468386425,-9.067638917220659,1,64.26926174288056,6.7006342094132005,0.3794511143299694,6.724911310265709,265.50476714550933,486.7995535487338,3292.2821796773983,0.4241736820991803,6.584205470885432,6.0,cloud_forest,subtropical,sandy,moderate,buffer_zone,fig,river,6.389603404060222,585.4282294163703,8.576825693947024,15.44010659988292,8.372270888688593
-90.13663598126992,-0.6254134401000668,1,65.89623862399355,10.0,0.3482118998324551,5.934147139687107,90.27857540754093,495.8123211576527,3216.9204931894424,0.43627498440519,2.6120400888296658,9.0,mangrove,subtropical,loam,minimal,unprotected,fig,stream,3.6744366484614766,0.0,4.209227261718465,28.721890197520224,7.696303211171898
-65.71953740958313,-6.100565127817733,1,77.27961319838204,8.498841926090195,0.6256848188041563,8.333268356638712,304.427582661273,637.4058509728616,3628.829055279418,0.5135907753072826,3.932878306736526,2.0,dry_forest,tropical,clay,moderate,protected,kapok,river,13.132689184298503,112.99881254337387,1.3802075276586132,28.93311741721516,6.932919971087245
-48.24263111981019,-22.795764139480227,1,69.74044655944276,6.547668180474824,0.5862962373229027,7.743397823542783,226.0740316124751,552.9024865784795,2226.0776373090657,0.6284943156838558,0.8441370473635591,4.0,cloud_forest,temperate,loam,moderate,buffer_zone,palm,river,8.435796972350879,342.1600474906993,5.2982529508325245,35.35608999810361,4.2509033519760635
-69.26576566200954,2.6615512064757714,0,24.22843559226346,3.0093331231606046,0.15603215146769897,7.399733714365642,301.4847728147081,338.7764830381755,1619.7030791358677,0.4481055901978228,2.4009501370041653,3.0,dry_forest,temperate,alluvial,high,buffer_zone,mahogany,none,4.1231668942576825,719.5188508547955,2.871245268999846,29.240958722078584,6.897718109766622
-55.09233597327528,-12.201753299512504,1,74.23608602986664,6.863432958606895,0.5964914956859814,4.935721353840657,273.3652664159243,502.4151480464552,3173.4065906888686,0.48711708802453496,1.9941312459525014,8.0,cloud_forest,tropical,clay,minimal,unprotected,kapok,river,15.103829033303889,476.60735771175115,2.5683686901770955,32.47891004632916,6.3544647323871715
-65.67645341400512,-8.89434034110239,1,49.25865365497655,3.594752455504782,0.8020034922045104,4.124519526621015,28.380817697746892,431.16488069688,2069.29198555974,0.4408612783216985,9.239834636681836,9.0,tropical_rainforest,tropical,sandy,minimal,buffer_zone,eucalyptus,none,4.128451748183422,158.7418505325426,1.3632224464171077,43.66124913114694,6.139617420578366
-53.71222115492075,-11.017735665935023,1,52.928396417141016,4.873094614845522,0.7010987270841823,5.524160669926126,376.98533885675766,460.99280977220866,675.4102354465201,0.5371429619453629,9.390372921709218,6.0,dry_forest,subtropical,laterite,minimal,protected,kapok,river,3.3076245015055994,277.2339918358022,3.995973080509929,49.0441745278412,6.499816166748584
-85.18853061923973,14.067312432234713,0,85.32980717334777,1.8134244671204305,0.5501915620109834,5.390826816383457,103.78649442171323,433.89828122355175,3300.5995399426442,0.660022274429171,5.822455526407987,3.0,secondary_forest,montane,loam,low,buffer_zone,bamboo,seasonal,0.9412144588164137,98.74855025695233,5.74363601741444,7.757101233873949,5.417397985659743
-74.491797431896,3.133257200811988,0,42.42987875321213,1.7768352745744913,0.3495994823545686,5.71848179237571,384.9204682469123,591.1903900395538,1812.4086150373523,0.43130100355851514,1.9351428040737713,4.0,dry_forest,temperate,sandy,moderate,protected,mahogany,stream,6.631128607365323,446.41834585620506,2.428496201904724,31.96489955671624,3.5892309186290277
-56.379254392163546,-13.067163774617898,1,81.53166283295921,5.200356274513345,0.7614253422093924,6.115206673074361,203.02068197927227,293.4036413361638,1947.2473193233475,0.25971816948520215,1.9403946116155,6.0,cloud_forest,tropical,peat,minimal,protected,palm,river,4.738807250853763,610.6635893378649,1.4801586195404228,22.1535448232609,3.564092024697152
-68.97341308450004,-20.119592863357827,1,69.31832500201693,5.5624841905752636,0.8427459078862222,7.725562065355805,229.37082049499355,387.77375943699286,1914.5934086525904,0.42737076464122936,7.351859583731044,9.0,tropical_rainforest,tropical,alluvial,low,protected,pine,seasonal,2.25102133538072,637.4357021276818,0.6146688225924009,11.339740288110415,5.6190395265685975
-48.681946148854266,-6.2028623981393265,0,39.86109224998759,7.422982544610705,0.29927447838183663,6.133575400519244,368.23222129520025,431.36717700819435,2203.180927084929,0.34272787821185347,1.827809030827457,2.0,secondary_forest,montane,clay,moderate,unprotected,pine,seasonal,7.622809107301382,829.1238620398041,0.4414480022705493,31.203757176241506,4.9444494562360095
-53.25474359392433,-21.797650766002764,1,72.17466124083413,5.06890521805913,0.4830537020808749,5.534768912371278,241.66107956322725,389.95221403861365,1590.9926070940057,0.5403957342922342,7.614371070137475,5.0,dry_forest,temperate,peat,minimal,protected,palm,stream,9.298187204177427,106.51571495113,0.18116781045041666,9.240877551048477,4.591393889110787
-58.43875478397019,-32.83365873473946,0,40.94628079128372,2.99799867862006,0.6208857896599014,7.9070516018395285,220.1212970859812,281.53629012327485,3551.841991894479,0.6624637560805939,4.071726090496314,8.0,mangrove,tropical,laterite,low,unprotected,kapok,seasonal,2.969917268782237,368.676180031622,2.0959593645268164,48.67314993116182,5.753200368519221
-80.13207203873083,22.488342424064868,0,67.42046156011483,1.8755089720405085,0.2537236655474908,5.242578536091159,196.32596944340858,622.9977296718646,745.6641483814565,0.6927258445612685,2.211147205867178,2.0,secondary_forest,temperate,laterite,high,unprotected,palm,seasonal,6.233172321063244,779.5872162530806,1.9586752187500773,25.84998948156195,5.108318871783689
-70.74644946218328,-45.48582597817239,0,45.27308242563164,4.474690690388374,0.5456267950645307,5.75823368049024,165.7739735093579,221.8854675240861,1727.8502370192048,0.46270879679915594,5.493563735084068,7.0,dry_forest,subtropical,loam,high,protected,bamboo,river,0.9074412998699218,433.11486432628215,3.7527157434656875,40.95424815070486,3.6585633878496235
-56.23232687765561,0.18546782835734094,0,50.292761657738566,1.6724219619854785,0.44515006793941536,5.178099063849747,190.3029482331358,408.2039297013612,2616.7219111700356,0.44790352973883957,5.086055801550487,1.0,secondary_forest,temperate,peat,low,unprotected,palm,seasonal,6.474168512200778,288.43608334659496,4.559633071488074,27.001391736524553,4.627310908909427
-61.61590200508358,9.006902489014509,0,48.506220565488505,3.9033316304936787,0.37228735061926355,3.546769666774865,168.40033551166886,432.3174562381196,1716.1334813155336,0.8800356956723354,9.810909779529739,8.0,mangrove,montane,loam,high,unprotected,eucalyptus,seasonal,6.006025668903284,601.3886022142639,0.21057361575124708,5.0,6.642793146405701
-54.882308804646904,-16.39362097033013,1,60.63552435378649,3.2101471489325584,1.0,5.8378518080664845,92.87171097417277,281.76686411186404,1820.2892245252751,0.551951275697219,0.0,3.0,cloud_forest,subtropical,sandy,low,unprotected,palm,seasonal,2.2709682961247624,573.9369729318717,2.731410974859888,22.022869893962945,5.565445972310322
-61.144968813179545,1.1984615504722103,0,29.461775029705137,2.753432837003575,0.6985926678201093,7.21007759859254,203.21082458312762,213.16672481058123,1813.5289263856037,0.5000822369568851,4.782837866971321,1.0,tropical_rainforest,montane,sandy,low,protected,kapok,seasonal,8.927670036800293,808.6871873373058,1.6576013402935708,11.346597700806162,6.455741206975205
-49.79198481528115,-22.180730577933197,1,72.32889437107318,10.0,0.5707126358035546,8.288181469992178,239.57714156554434,562.7027360366469,1117.9350435655974,0.30366935313356,5.239495124906858,9.0,cloud_forest,montane,loam,minimal,unprotected,fig,stream,13.507023185983975,318.1197873216229,1.7511003357666195,25.30593795034184,4.885660100360852
-42.25789133497961,-9.987437477637476,0,26.359976917338976,1.2582571132102174,0.6199578398466812,4.0473421590261776,133.2570379326578,458.9928821079845,1653.0136261509308,0.6610665153393153,5.155066225587573,5.0,mangrove,subtropical,clay,high,buffer_zone,bamboo,stream,6.9825721757082775,460.0600795374234,1.8982977789242181,19.387676014078348,6.447233656933063
-73.0304578143742,-8.851112225779769,1,81.50929097622918,5.6358401396262305,0.575836675015834,6.011400646342639,256.343776865072,301.0500732559899,3239.0099858117214,0.26291798719078097,4.62021929535092,1.0,dry_forest,tropical,laterite,minimal,protected,bamboo,none,11.909203818762125,384.6677640037043,0.0,12.647638073213084,4.2885798250569565
-55.00175812879769,-30.164870887714283,0,29.934236983551546,1.7170768222505282,0.12889094186681943,7.755327200720817,218.5392640516553,144.50925432095497,2391.653894838635,0.647070276387421,8.980009678353841,8.0,secondary_forest,temperate,sandy,high,unprotected,pine,stream,2.2064845861009594,306.81535951142405,1.1961652783556018,6.325194494201579,4.522864505948412
-74.37760750826405,9.929115924255724,0,42.90765821041196,0.47383758678721244,0.3146269351544356,5.525143856934997,193.32408218226706,214.21582535872662,2323.5714903074595,0.6956247439883788,10.0,6.0,secondary_forest,temperate,laterite,low,protected,eucalyptus,seasonal,12.71348636837388,564.525803948235,0.7463988975738116,26.016850658726582,4.695624936312781
-54.573445626118605,-18.26938229031481,1,67.74861123345892,4.551032489839286,0.511084357795177,5.174376380664751,130.11862890153725,256.6067361707616,1389.2741925810458,0.2934574126059002,5.350138309098198,4.0,tropical_rainforest,tropical,sandy,minimal,buffer_zone,mahogany,river,2.269305894965155,240.26887287878523,0.8226680353009224,21.086770737169328,6.114992972144369
-67.39673888602381,18.286451395221242,0,27.72470038763966,2.9691461438411464,0.04917963986148488,5.2627733097428395,264.92544997712605,267.8627890080428,1370.068173680916,0.3240450700586606,0.9859091774411476,6.0,secondary_forest,tropical,loam,low,buffer_zone,bamboo,river,3.774479858696946,479.4959495023082,3.1635776935179694,24.893452597061305,4.5190554168711445
-67.24276474858813,-15.008556125091673,1,66.71322149911597,6.4425656914743605,0.8011724584463777,3.6837343831177707,225.26861080006856,482.606368871927,2368.71191995772,0.5260157061916259,4.564787636248343,4.0,tropical_rainforest,subtropical,loam,moderate,buffer_zone,fig,stream,11.916594645706022,545.1133819042335,0.14808498669426892,25.099062288629234,3.6247838712785643
-60.438814584207925,2.7305570564055994,0,38.240672699199045,2.3352869870080886,0.13607770019857554,4.558820258260648,105.12159144230473,394.67990087210865,500.0,0.32934323372414803,1.4675634093263878,5.0,cloud_forest,temperate,laterite,moderate,buffer_zone,palm,seasonal,5.419086656215154,227.07345667072045,0.1859844584254448,5.0,3.7929619462483743
-57.25888503181736,-19.155874113474432,1,69.97642762031413,5.676554983536432,0.34528923204222584,6.299702195183381,226.6057757109091,256.5307838512277,3371.0014424341443,0.5731518231078382,4.980694911344902,6.0,tropical_rainforest,subtropical,laterite,minimal,unprotected,bamboo,stream,14.214449675220433,828.4671285313482,0.508399802030123,45.79238589763665,3.5985430846962356
-57.960951376717254,4.834707618753419,0,49.55122591809094,5.715282758984835,0.6077971137334527,5.529159685695355,151.263105531996,315.0456509707787,2218.278674170268,0.8918835536406142,1.1186790800401674,1.0,secondary_forest,tropical,alluvial,minimal,unprotected,pine,seasonal,9.097559386302528,352.4413964140318,0.7088384582826643,26.140683451893846,3.357364910016251
-65.35617139330866,-35.610585209447564,0,68.43711941474173,0.733765830348665,0.4695957641518428,7.5569726840364195,229.2168651847224,373.5141047652689,907.1022319889234,0.2782307139886924,2.041891769222222,2.0,dry_forest,montane,peat,minimal,protected,cecropia,none,5.2806536571171,583.5548185970597,2.0961239717229274,36.85313547774409,5.526825749938858
-46.13663059134059,-13.132762376649735,1,43.38276556243779,3.2106771274354524,0.613696626956826,7.7131130873791,216.4790486869847,310.1977675084939,2379.5894071522107,0.5826373219759151,5.673104801290813,6.0,secondary_forest,tropical,clay,minimal,buffer_zone,cecropia,river,5.257378513253445,608.5018041703868,0.5732974514185747,17.390640503834145,6.6250300864255784
-75.93475343114618,-7.46743084845089,1,67.48173206758585,10.0,0.4344437097706476,6.434049863176655,215.70797677426225,723.9564048428769,2667.000114930408,0.23124715852276553,3.7566861197944035,7.0,mangrove,tropical,peat,low,protected,eucalyptus,river,7.568825948174706,215.65924989579992,0.35889860117142147,35.681258203837025,8.537311978366578
-73.38266441425527,-37.195103505631224,0,28.611341019765316,1.6020061356114523,0.398779475954129,4.177234127758322,51.955607497728366,349.47885379949315,1131.5895818602137,0.4041657718371186,6.79470683932065,6.0,tropical_rainforest,montane,clay,high,buffer_zone,cecropia,seasonal,9.015284377587424,0.0,2.098023577435442,24.977500805693687,4.214109169091678
-50.90506768199828,-10.010401406289828,1,81.32400143865922,7.66767350319334,0.8079868125658829,6.581483334463716,348.9675198185023,283.94114905370304,1759.6101888065314,0.11733687133650952,1.8114307558824354,9.0,dry_forest,montane,sandy,minimal,protected,palm,seasonal,7.699060571684734,398.5205856002115,2.228125547860966,19.575336407114367,6.236091187388139
-70.60145550195593,-43.91768533889877,0,52.966673487562204,1.9618433121997845,0.5410510846260863,7.685765031628829,201.0939742575924,252.19246423071166,2208.789544256255,0.2791200323240843,1.5390122957681902,2.0,secondary_forest,tropical,alluvial,high,buffer_zone,kapok,seasonal,7.318863314488391,519.1205923285287,6.804138556704654,5.0,6.701548918884934
-58.06107197229076,4.828860151878446,0,54.76704085581371,6.678826970660881,0.5573293849388253,6.904073155426478,216.44181871250765,598.8275070526046,1541.2054749817125,0.8012977615129228,6.042686175048265,10.0,mangrove,montane,clay,minimal,unprotected,mahogany,seasonal,6.078030892361136,136.87673912733175,1.2038178209018822,33.21782916850412,6.249082637267317
-72.5274140091332,-50.62348417291471,0,47.3318454977768,3.7043121909488685,0.3888044460790395,7.356438178673331,265.862180874875,377.19166984153355,2999.7042513361157,0.6978517737430896,5.324483029308227,3.0,dry_forest,temperate,loam,moderate,unprotected,bamboo,none,3.6516166964618493,178.1722041137134,1.6409377061349644,5.0,3.3115001047455723
-45.473401667935256,-7.078532716811526,0,44.358220625881955,0.4521214986913215,0.7450670255840698,6.604662741709557,14.401525233684476,50.0,2071.258702623786,0.6436094297837678,1.571394731991466,5.0,dry_forest,tropical,sandy,moderate,protected,palm,seasonal,5.822574908421431,710.4095218350857,5.445499132760216,13.06841288445073,4.498128839110917
-69.58106771030644,-17.735005529828232,1,82.66189843741068,9.612245979038224,0.3098113727525479,6.5130813846734545,202.16446837808053,704.9556332239274,2690.701444826307,0.5963574348261745,2.3007991546555773,2.0,tropical_rainforest,subtropical,clay,minimal,buffer_zone,fig,river,3.1752432224078833,533.8733055792834,0.21239892540096966,11.553913703984483,3.6835639845373174
-68.1720576245162,-7.260009233435761,1,67.19992932960601,5.795585531407122,0.5368337200420518,5.839161696858712,275.6313057958691,414.0189724184784,2016.7865380494236,0.21531543683185425,7.514781618549819,6.0,cloud_forest,subtropical,clay,minimal,buffer_zone,cecropia,river,8.080929034809845,451.75776560402926,0.7143977311199379,33.743593722280096,6.248884281859693
-56.24074394885756,4.535274348635386,0,39.051664340593845,1.316034948100899,0.4148276044663476,4.409254792597449,305.8695226424739,555.5767338926711,2263.6945875185133,0.5120328901710345,6.754602869129135,5.0,secondary_forest,temperate,alluvial,high,protected,pine,none,4.916533385940415,303.04536398612527,0.6184998859299715,8.188619698783269,5.064567332357592
-58.54754717973742,2.5087838934395204,0,32.16115077941542,0.8984220972551705,0.5041522970634789,6.802282196799331,215.23298894487925,323.6594367894292,695.6526989380507,0.722474562302988,5.161321689130252,5.0,dry_forest,subtropical,laterite,moderate,buffer_zone,eucalyptus,seasonal,8.645224233957537,735.2018852831329,0.9844406589742729,11.503969765484213,3.224481400171923
-67.0338746636837,-17.605677782005717,1,67.1418274621719,6.795635956414977,0.5157492596101012,7.88724241825488,274.81773271809374,528.5599588357903,2035.2315500086672,0.460382779165807,2.1459774294742666,2.0,tropical_rainforest,subtropical,laterite,low,unprotected,palm,river,1.8870735935943443,403.9788584379936,2.5568473244938508,21.963044942233424,5.57676282838775
-62.53530665412184,-23.32679003298375,1,77.85356715431988,3.4364472845800336,0.38663201077162235,7.5556380203198685,216.74426803599144,246.6220685911203,1314.618193461528,0.7150735137598345,8.881079443692775,5.0,cloud_forest,montane,alluvial,moderate,protected,palm,river,3.8561261618319067,439.58101574233393,3.5941772791719133,29.488758097714705,3.530510283849651
-67.02698112336341,-17.468175544448254,1,92.23546070271074,7.377403780562365,0.640018536666773,6.554758847181387,236.75397790699463,686.2676010254712,1295.5211494236667,0.4166442252952511,2.51317026628408,7.0,cloud_forest,tropical,loam,minimal,buffer_zone,mahogany,seasonal,3.9880061102529805,185.52388730620106,1.7830622681624115,31.962312949180223,5.871826621265331
-55.35100789065218,-12.633623195210317,1,58.141402441746834,7.084460124857985,0.4075299443894899,8.093365862889822,392.4019799472644,399.682136458658,3413.8431826045753,0.31251460018545735,4.828040946624533,2.0,tropical_rainforest,subtropical,loam,low,unprotected,fig,none,8.605194121673513,617.1994592752803,2.471146259616946,9.83220956393707,5.25163387153337
-62.154671044065516,-16.42412436047049,1,53.83273671611353,4.990812708730875,0.27417353918293025,5.830597096338795,161.96322335101448,454.521441849845,3868.502870988463,0.2483082104641456,4.087209320022793,4.0,dry_forest,subtropical,loam,moderate,unprotected,kapok,seasonal,3.336819621295096,660.9513961788687,0.0,20.150605016428504,3.1637194152232073
