id,price
9087757,2900000
9087758,2660000
9087759,3280000
9087760,4400000
9087761,8460000
9087762,18300000
9087763,17300000
9087764,4300000
9087765,2750000
9087766,4050000
9087767,2000000
9087768,3690000
9087769,8000000
9087770,3260000
9087771,5000000
9087772,30000000
9087773,5100000
9087774,2870000
9087775,1900000
9087776,4488000
9087777,4869000
9087778,7600000
9087779,5426400
9087780,5639600
9087781,3927000
9087782,7822300
9087783,10249975
9087784,3959200
9087785,14100000
9087786,4966200
9087787,3300000
9087788,3800000
9087789,4650000
9087790,10650000
9087791,2579000
9087792,3160000
9087793,4300000
9087794,770000
9087795,4750000
9087796,2385000
9087797,3900000
9087798,4450000
9087799,4700000
9087800,3570000
9087801,2477970
9087802,2520000
9087803,10500000
9087804,25000000
9087805,5000000
9087806,4700000
9087807,1590000
9087808,4500000
9087809,2417350
9087810,6000000
9087811,31000000
9087812,11099000
9087813,2800000
9087814,1500000
9087815,1750000
9087816,3300000
9087817,7800000
9087818,3300000
9087819,3250000
9087820,2850000
9087821,7600000
9087822,1600000
9087823,2600000
9087824,13992000
9087825,2760000
9087826,3100000
9087827,5800000
9087828,1300000
9087829,6000000
9087830,4550000
9087831,2700000
9087832,4000000
9087833,1350000
9087834,12300000
9087835,3300000
9087836,3399999
9087837,2350000
9087838,3952000
9087839,10500000
9087840,12400000
9087841,9252282
9087842,850000
9087843,8800000
9087844,590000
9087845,3300000
9087846,2700000
9087847,5850000
9087848,3150000
9087849,10500000
9087850,4000000
9087851,6236000
9087852,2620000
9087853,9720000
9087854,3300000
9087855,2356200
9087856,3600000
9087857,5212400
9087858,3529200
9087859,45000000
9087860,3385800
9087861,2900000
9087862,1400000
9087863,2850000
9087864,4100000
9087865,3488400
9087866,3529200
9087867,8900000
9087868,6529000
9087869,4665390
9087870,5550000
9087871,4200000
9087872,4700000
9087873,2960000
9087874,2390000
9087875,3970000
9087876,19000000
9087877,10800000
9087878,1700000
9087879,7000000
9087880,7670000
9087881,800000
9087882,1400000
9087883,4500000
9087884,7300000
9087885,5600000
9087886,8800000
9087887,5249000
9087888,3550000
9087889,10400000
9087890,5044000
9087891,3400000
9087892,9750000
9087893,17500000
9087894,2100000
9087895,3850000
9087896,3800000
9087897,2250000
9087898,2950000
9087899,3800000
9087900,7190000
9087901,4380000
9087902,6350000
9087903,6600000
9087904,6212525
9087905,4771691
9087906,4974569
9087907,6200123
9087908,6814257
9087909,6202378
9087910,6076120
9087911,6076120
9087912,5741628
9087913,6078330
9087914,6076120
9087915,6076120
9087916,2000000
9087917,8100000
9087918,2400000
9087919,2700000
9087920,4500000
9087921,4650000
9087922,8000000
9087923,6190370
9087924,7000000
9087925,2450000
9087926,4050000
9087927,8500000
9087928,2500000
9087929,7440237
9087930,6188000
9087931,4100000
9087932,5000000
9087933,2350000
9087934,8400000
9087935,3690000
9087936,6500000
9087937,2270000
9087938,11333200
9087939,2700000
9087940,4450000
9087941,3900000
9087942,980000
9087943,5670000
9087944,11800000
9087945,3700000
9087946,5890000
9087947,2200000
9087948,3000000
9087949,5290000
9087950,4999000
9087951,4000000
9087952,2070000
9087953,2500000
9087954,3400000
9087955,3300000
9087956,5000888
9087957,11329500
9087958,11647000
9087959,15962500
9087960,9587000
9087961,2350000
9087962,9500000
9087963,1545000
9087964,1545000
9087965,9800000
9087966,3770000
9087967,2700000
9087968,11200000
9087969,2499000
9087970,1550000
9087971,3100000
9087972,1700000
9087973,73999000
9087974,8200000
9087975,5600000
9087976,3100000
9087977,5000000
9087978,1349999
9087979,2800000
9087980,11200000
9087981,4900000
9087982,2100000
9087983,5650000
9087984,2300000
9087985,3000000
9087986,7500000
9087987,1150000
9087988,13500000
9087989,8400000
9087990,910000
9087991,5360000
9087992,6590000
9087993,37800000
9087994,10900000
9087995,3800000
9087996,4600000
9087997,3580000
9087998,7800000
9087999,15000000
9088000,10800000
9088001,5040000
9088002,8377000
9088003,3300000
9088004,2500000
9088005,1160000
9088006,9400000
9088007,2426000
9088008,3550000
9088009,7200000
9088010,1300000
9088011,3550000
9088012,5326186
9088013,4550000
9088014,2650000
9088015,3952520
9088016,4805240
9088017,2450000
9088018,3934605
9088019,3428600
9088020,2600000
9088021,3750000
9088022,2262000
9088023,4790000
9088024,3190000
9088025,4700000
9088026,4790000
9088027,11800000
9088028,27000000
9088029,13500000
9088030,6950000
9088031,2303360
9088032,4159000
9088033,23999220
9088034,46142620
9088035,39652796
9088036,18356491
9088037,8550000
9088038,6650000
9088039,2689999
9088040,6300000
9088041,2500000
9088042,2450000
9088043,7070000
9088044,11840000
9088045,4000000
9088046,11499444
9088047,7990000
9088048,2300000
9088049,2000000
9088050,3550000
9088051,1550000
9088052,4850000
9088053,3050000
9088054,1150000
9088055,3350000
9088056,3020000
9088057,1600000
9088058,800000
9088059,5335200
9088060,5491200
9088061,3350000
9088062,2960000
9088063,8773000
9088064,7305000
9088065,9400000
9088066,16500000
9088067,10500000
9088068,1499000
9088069,900000
9088070,2875000
9088071,3750000
9088072,1300000
9088073,2350000
9088074,3350000
9088075,6600000
9088076,5600000
9088077,4763000
9088078,5350000
9088079,2800000
9088080,1750000
9088081,6800000
9088082,1300000
9088083,1200000
9088084,1860000
9088085,10000000
9088086,7800000
9088087,10200000
9088088,3900000
9088089,3920000
9088090,2450000
9088091,3450000
9088092,5688000
9088093,7190000
9088094,1599999
9088095,1500000
9088096,4250000
9088097,2550000
9088098,2400000
9088099,6200000
9088100,5600000
9088101,2080000
9088102,7999000
9088103,14000000
9088104,2830000
9088105,2280000
9088106,8100000
9088107,2380000
9088108,2200000
9088109,710000
9088110,1550000
9088111,2550000
9088112,1520000
9088113,8565000
9088114,1600000
9088115,1690000
9088116,3700000
9088117,1690000
9088118,5750000
9088119,2290000
9088120,1850000
9088121,3200000
9088122,4350000
9088123,2500000
9088124,6400000
9088125,640000
9088126,7500000
9088127,5000000
9088128,900000
9088129,2700000
9088130,3300000
9088131,3600000
9088132,3600000
9088133,4250000
9088134,5550840
9088135,3700000
9088136,7560000
9088137,4700000
9088138,11110000
9088139,4800000
9088140,4800000
9088141,5083000
9088142,5000000
9088143,4250000
9088144,2890000
9088145,3815900
9088146,3815900
9088147,4326050
9088148,10980000
9088149,2900000
9088150,5800000
9088151,2350000
9088152,1950000
9088153,2100000
9088154,3300000
9088155,2950000
9088156,1800000
9088157,5400000
9088158,9800000
9088159,1650000
9088160,4542400
9088161,3100000
9088162,10500000
9088163,4329600
9088164,7550000
9088165,9157640
9088166,2400000
9088167,12200000
9088168,5250000
9088169,4300000
9088170,5000000
9088171,21550000
9088172,10850000
9088173,2600000
9088174,7700000
9088175,12700000
9088176,4050000
9088177,5500000
9088178,6200000
9088179,7500000
9088180,1499000
9088181,12500000
9088182,1650000
9088183,1800000
9088184,1530000
9088185,2800000
9088186,2800000
9088187,3450000
9088188,3820000
9088189,3650000
9088190,3200000
9088191,1700000
9088192,1700000
9088193,2590000
9088194,1200000
9088195,3420000
9088196,1850000
9088197,6500000
9088198,1150000
9088199,1880000
9088200,2350000
9088201,950000
9088202,2350000
9088203,27500000
9088204,2000000
9088205,19900000
9088206,2050000
9088207,2050000
9088208,3650000
9088209,8900000
9088210,3994000
9088211,2100000
9088212,3200000
9088213,1550000
9088214,23500000
9088215,15000000
9088216,5950000
9088217,5650000
9088218,7800000
9088219,4400000
9088220,4290000
9088221,7830000
9088222,2500000
9088223,3999000
9088224,9200000
9088225,9400000
9088226,9500000
9088227,9500000
9088228,16575000
9088229,2800000
9088230,8200000
9088231,5100000
9088232,1800000
9088233,5490000
9088234,13000000
9088235,10250000
9088236,9000000
9088237,8300000
9088238,14000000
9088239,9900000
9088240,2350000
9088241,9800000
9088242,2500000
9088243,14990000
9088244,6200000
9088245,4650000
9088246,8939184
9088247,6044280
9088248,8733816
9088249,5138144
9088250,4861320
9088251,1500000
9088252,9275392
9088253,4861320
9088254,3790000
9088255,6000000
9088256,6890000
9088257,13500000
9088258,4780000
9088259,7800000
9088260,2050000
9088261,1888750
9088262,5700000
9088263,32725000
9088264,2950000
9088265,3200000
9088266,4300000
9088267,3380000
9088268,3400000
9088269,3380000
9088270,2300000
9088271,13950000
9088272,2294500
